EschmeyerName,OBISChecklist,FBName,GBIFnames,GBIF Synonym,SplitFrom,SplitYear,Group,Notes,fbATLPresent,OBIS_atlPresent,fbOBagree,isAtlantic
Macrosmia phalacra,Macrosmia phalacra,Macrosmia phalacra,Macrosmia phalacra,NA,NA,NA,G,,FALSE,TRUE,FALSE,TRUE
Macrouroides inflaticeps,Macrouroides inflaticeps,Macrouroides inflaticeps,Macrouroides inflaticeps,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Macrourus berglax,Macrourus berglax,Macrourus berglax,Macrourus berglax,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Macrourus caml,Macrourus caml,Macrourus caml,Macrourus caml,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Macrourus carinatus,Macrourus carinatus,Macrourus carinatus,Macrourus carinatus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Macrourus holotrachys,Macrourus holotrachys,Macrourus holotrachys,Macrourus holotrachys,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Macrourus whitsoni,Macrourus whitsoni,Macrourus whitsoni,Macrourus whitsoni,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Macruronus novaezelandiae,Macruronus capensis,Macruronus capensis,Macruronus novaezelandiae,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Macruronus maderensis,NA,Macruronus maderensis,"Macruronus maderensis Maul, 1951",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Macruronus novaezelandiae,Macruronus magellanicus,Macruronus magellanicus,Macruronus novaezelandiae,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Macruronus novaezelandiae,Macruronus novaezelandiae,Macruronus novaezelandiae,Macruronus novaezelandiae,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Macruronus novaezelandiae,Malacocephalus boretzi,Malacocephalus boretzi,Macruronus novaezelandiae,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Malacocephalus laevis,Malacocephalus hawaiiensis,Malacocephalus hawaiiensis,Malacocephalus laevis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Malacocephalus laevis,Malacocephalus laevis,Malacocephalus laevis,Malacocephalus laevis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Malacocephalus luzonensis,Malacocephalus luzonensis,Malacocephalus luzonensis,Malacocephalus luzonensis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Malacocephalus laevis,Malacocephalus nipponensis,Malacocephalus nipponensis,Malacocephalus laevis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Malacocephalus occidentalis,Malacocephalus occidentalis,Malacocephalus occidentalis,Malacocephalus occidentalis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Malacocephalus okamurai,Malacocephalus okamurai,Malacocephalus okamurai,Malacocephalus okamurai Iwamoto & Arai,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Mataeocephalus acipenserinus,Mataeocephalus acipenserinus,Mataeocephalus acipenserinus,"Mataeocephalus acipenserinus (Gilbert & Cramer, 1897)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Mataeocephalus adustus,Mataeocephalus adustus,Mataeocephalus adustus,Mataeocephalus adustus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Mataeocephalus cristatus,Mataeocephalus cristatus,Mataeocephalus cristatus,Mataeocephalus cristatus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Mataeocephalus hyostomus,Mataeocephalus hyostomus,Mataeocephalus hyostomus,"Mataeocephalus hyostomus (Smith & Radcliffe, 1912)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Mataeocephalus kotlyari,Mataeocephalus kotlyari,Mataeocephalus kotlyari,Mataeocephalus kotlyari,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Mataeocephalus tenuicauda,Mataeocephalus tenuicauda,Mataeocephalus tenuicauda,"Mataeocephalus tenuicauda (Garman, 1899)",NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Melanonus gracilis,Melanonus gracilis,Melanonus gracilis,Melanonus gracilis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Melanonus zugmayeri,Melanonus zugmayeri,Melanonus zugmayeri,Melanonus zugmayeri,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merlangius merlangus,Merlangius merlangus,Merlangius merlangus,Merlangius merlangus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merluccius albidus,Merluccius albidus,Merluccius albidus,Merluccius albidus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merluccius productus,Merluccius angustimanus,Merluccius angustimanus,Merluccius productus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Merluccius australis,Merluccius australis,Merluccius australis,Merluccius australis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merluccius polylepis,Merluccius polylepis,Merluccius australis,Merluccius polylepis,NA,NA,NA,G,,TRUE,FALSE,FALSE,FALSE
Merluccius bilinearis,Merluccius bilinearis,Merluccius bilinearis,Merluccius bilinearis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merluccius capensis,Merluccius capensis,Merluccius capensis,Merluccius capensis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merluccius gayi,Merluccius gayi gayi,Merluccius gayi gayi,Merluccius gayi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Merluccius gayi,Merluccius gayi peruanus,Merluccius gayi peruanus,Merluccius gayi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Merluccius productus,Merluccius productus,Merluccius hernandezi,Merluccius productus,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Merluccius hubbsi,Merluccius hubbsi,Merluccius hubbsi,Merluccius hubbsi,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merluccius merluccius,Merluccius merluccius,Merluccius merluccius,Merluccius merluccius,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merluccius paradoxus,Merluccius paradoxus,Merluccius paradoxus,Merluccius paradoxus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merluccius hubbsi,Merluccius patagonicus,Merluccius patagonicus,Merluccius hubbsi,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merluccius polli,Merluccius polli,Merluccius polli,Merluccius polli,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merluccius productus,Merluccius productus,Merluccius productus,Merluccius productus,NA,NA,NA,G,,FALSE,TRUE,FALSE,TRUE
Merluccius senegalensis,Merluccius senegalensis,Merluccius senegalensis,Merluccius senegalensis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Merluccius australis,Merluccius tasmanicus,Merluccius tasmanicus,Merluccius australis,NA,NA,NA,G,,TRUE,FALSE,FALSE,FALSE
Mesobius antipodum,Mesobius antipodum,Mesobius antipodum,Mesobius antipodum,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Mesobius berryi,Mesobius berryi,Mesobius berryi,Mesobius berryi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Microgadus proximus,Microgadus proximus,Microgadus proximus,Microgadus proximus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Microgadus tomcod,Microgadus tomcod,Microgadus tomcod,Microgadus tomcod,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Micromesistius australis,Micromesistius australis,Micromesistius australis,Micromesistius australis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Micromesistius poutassou,Micromesistius poutassou,Micromesistius poutassou,Micromesistius poutassou,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Molva dypterygia,Molva dypterygia,Molva dypterygia,Molva dypterygia,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Molva macrophthalma,Molva macrophthalma,Molva macrophthalma,Molva macrophthalma,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Molva molva,Molva molva,Molva molva,Molva molva,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Mora moro,Mora moro,Mora moro,Mora moro,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Muraenolepis andriashevi,Muraenolepis andriashevi,Muraenolepis andriashevi,"Muraenolepis andriashevi Balushkin & Prirodina, 2005",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Muraenolepis evseenkoi,Muraenolepis evseenkoi,Muraenolepis evseenkoi,"Muraenolepis evseenkoi Balushkin & Prirodina, 2010",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Muraenolepis kuderskii,NA,Muraenolepis kuderskii,"Muraenolepis kuderskii Balushkin & Prirodina, 2007",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Muraenolepis marmorata,Muraenolepis marmorata,Muraenolepis marmorata,Muraenolepis marmorata,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Muraenolepis marmorata,Muraenolepis microps,Muraenolepis microps,Muraenolepis marmorata,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Muraenolepis orangiensis,Muraenolepis orangiensis,Muraenolepis orangiensis,Muraenolepis orangiensis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Muraenolepis pacifica,NA,Muraenolepis pacifica,"Muraenolepis pacifica Prirodina & Balushkin, 2007",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Muraenolepis trunovi,NA,Muraenolepis trunovi,"Muraenolepis trunovi Balushkin & Prirodina, 2006",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Coelorinchus posteromaculatus,NA,NA,NA,NA,NA,NA,G,,NA,FALSE,NA,FALSE
Coryphaenoides holotrachys,NA,NA,"Coryphaenoides holotrachys (Günther, 1878)",NA,NA,NA,G,,NA,FALSE,NA,TRUE
Euclichthys microdorsalis,NA,NA,Euclichthys microdorsalis Last & Pogonoski 2020,NA,NA,NA,G,,NA,FALSE,NA,FALSE
Euclichthys robertsi,NA,NA,Euclichthys robertsi Last & Pogonoski 2020,NA,NA,NA,G,,NA,FALSE,NA,FALSE
Physiculus caboverdensis,NA,NA,"Physiculus caboverdensis González, Triay-Portella & Biscoito, 2018",NA,NA,NA,G,,NA,FALSE,NA,TRUE
Physiculus cirm,NA,NA,Physiculus cirm Pires & Carvalho-Filho & Ferreira & Viana & Nunes & Hazin 2019,NA,NA,NA,G,,NA,FALSE,NA,TRUE
Nezumia aequalis,Nezumia aequalis,Nezumia aequalis,Nezumia aequalis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia africana,Nezumia africana,Nezumia africana,"Nezumia africana (Iwamoto, 1970)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia aspidentata,Nezumia aspidentata,Nezumia aspidentata,"Nezumia aspidentata Iwamoto & Merrett, 1997",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia atlantica,Nezumia atlantica,Nezumia atlantica,"Nezumia atlantica (Parr, 1946)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia bairdii,Nezumia bairdii,Nezumia bairdii,Nezumia bairdii,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia brevibarbata,Nezumia brevibarbata,Nezumia brevibarbata,"Nezumia brevibarbata (Barnard, 1925)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia brevirostris,Nezumia brevirostris,Nezumia brevirostris,"Nezumia brevirostris (Alcock, 1889)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia burragei,Nezumia burragei,Nezumia burragei,"Nezumia burragei (Gilbert, 1905)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia cliveri,Nezumia cliveri,Nezumia cliveri,Nezumia cliveri,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia coheni,Nezumia coheni,Nezumia coheni,Nezumia coheni,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia condylura,Nezumia condylura,Nezumia condylura,Nezumia condylura,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia convergens,Nezumia convergens,Nezumia convergens,Nezumia convergens,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Nezumia cyrano,Nezumia cyrano,Nezumia cyrano,Nezumia cyrano Marshall & Iwamoto,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Kuronezumia dara,Nezumia darus,Nezumia darus,"Kuronezumia dara (Gilbert & Hubbs, 1916)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia duodecim,Nezumia duodecim,Nezumia duodecim,Nezumia duodecim,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia ectenes,Nezumia ectenes,Nezumia ectenes,"Nezumia ectenes (Gilbert & Cramer, 1897)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia evides,Nezumia evides,Nezumia evides,"Nezumia evides (Gilbert & Hubbs, 1920)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia holocentra,Nezumia holocentra,Nezumia holocentra,"Nezumia holocentra (Gilbert & Cramer, 1897)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia infranudis,Nezumia infranudis,Nezumia infranudis,"Nezumia infranudis (Gilbert & Hubbs, 1920)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia investigatoris,Nezumia investigatoris,Nezumia investigatoris,"Nezumia investigatoris (Alcock, 1889)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia kamoharai,NA,Nezumia kamoharai,"Nezumia kamoharai Okamura, 1970",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia kapala,Nezumia kapala,Nezumia kapala,Nezumia kapala,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia kensmithi,Nezumia kensmithi,Nezumia kensmithi,Nezumia kensmithi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia latirostrata,Nezumia latirostrata,Nezumia latirostrata,Nezumia latirostrata,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia leucoura,Nezumia leucoura,Nezumia leucoura,Nezumia leucoura,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia liolepis,Nezumia liolepis,Nezumia liolepis,Nezumia liolepis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia longebarbata,Nezumia longebarbata,Nezumia longebarbata,Nezumia longebarbata,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia loricata,Nezumia loricata,Nezumia loricata,"Nezumia loricata (Garman, 1899)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia merretti,Nezumia merretti,Nezumia merretti,"Nezumia merretti Iwamoto & Williams, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia micronychodon,Nezumia micronychodon,Nezumia micronychodon,Nezumia micronychodon,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia milleri,Nezumia milleri,Nezumia milleri,Nezumia milleri,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia namatahi,Nezumia namatahi,Nezumia namatahi,Nezumia namatahi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia obliquata,Nezumia obliquata,Nezumia obliquata,"Nezumia obliquata (Gilbert, 1905)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia orbitalis,Nezumia orbitalis,Nezumia orbitalis,"Nezumia orbitalis (Garman, 1899)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia parini,Nezumia parini,Nezumia parini,Nezumia parini,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia polylepis,NA,Nezumia polylepis,"Nezumia polylepis (Alcock, 1889)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia propinqua,Nezumia propinqua,Nezumia propinqua,"Nezumia propinqua (Gilbert & Cramer, 1897)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia proxima,Nezumia proxima,Nezumia proxima,Nezumia proxima,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia pudens,Nezumia pudens,Nezumia pudens,Nezumia pudens,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Nezumia pulchella,Nezumia pulchella,Nezumia pulchella,"Nezumia pulchella (Pequeño, 1971)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia sclerorhynchus,Nezumia sclerorhynchus,Nezumia sclerorhynchus,Nezumia sclerorhynchus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia semiquincunciata,Nezumia semiquincunciata,Nezumia semiquincunciata,"Nezumia semiquincunciata (Alcock, 1889)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia shinoharai,Nezumia shinoharai,Nezumia shinoharai,Nezumia shinoharai,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia soela,Nezumia soela,Nezumia soela,"Nezumia soela Iwamoto & Williams, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia spinosa,Nezumia spinosa,Nezumia spinosa,"Nezumia spinosa (Gilbert & Hubbs, 1916)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia stelgidolepis,Nezumia stelgidolepis,Nezumia stelgidolepis,Nezumia stelgidolepis,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Nezumia stelgidolepis,Nezumia suilla,Nezumia suilla,Nezumia stelgidolepis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia tinro,Nezumia tinro,Nezumia tinro,"Nezumia tinro Sazonov, 1985",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia namatahi,Nezumia namatahi,Nezumia toi,Nezumia namatahi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia tomiyamai,NA,Nezumia tomiyamai,"Nezumia tomiyamai (Okamura, 1963)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia umbracincta,Nezumia umbracincta,Nezumia umbracincta,Nezumia umbracincta,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Nezumia ventralis,Nezumia ventralis,Nezumia ventralis,Nezumia ventralis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Nezumia wularnia,Nezumia wularnia,Nezumia wularnia,"Nezumia wularnia Iwamoto & Williams, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Notomuraenobathys microcephalus,Notomuraenobathys microcephalus,Notomuraenobathys microcephalus,"Notomuraenobathys microcephalus (Norman, 1937)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Notophycis fitchi,Notophycis fitchi,Notophycis fitchi,Notophycis fitchi Sazonov,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Notophycis marginata,Notophycis marginata,Notophycis marginata,Notophycis marginata,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Odontomacrurus murrayi,Odontomacrurus murrayi,Odontomacrurus murrayi,Odontomacrurus murrayi,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Pseudonezumia flagellicauda,Paracetonurus flagellicauda,Paracetonurus flagellicauda,Pseudonezumia flagellicauda,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Phycis blennoides,Phycis blennoides,Phycis blennoides,Phycis blennoides,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Phycis chesteri,Phycis chesteri,Phycis chesteri,Phycis chesteri,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Phycis phycis,Phycis phycis,Phycis phycis,Phycis phycis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Physiculus andriashevi,Physiculus andriashevi,Physiculus andriashevi,"Physiculus andriashevi Shcherbachev, 1993",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus argyropastus,Physiculus argyropastus,Physiculus argyropastus,"Physiculus argyropastus Alcock, 1894",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus beckeri,Physiculus beckeri,Physiculus beckeri,"Physiculus beckeri Shcherbachev, 1993",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus bertelseni,Physiculus bertelseni,Physiculus bertelseni,"Physiculus bertelseni Shcherbachev, 1993",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus capensis,Physiculus capensis,Physiculus capensis,Physiculus capensis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Physiculus chigodarana,Physiculus chigodarana,Physiculus chigodarana,Physiculus chigodarana,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus coheni,Physiculus coheni,Physiculus coheni,"Physiculus coheni Paulin, 1989",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus cyanostrophus,Physiculus cyanostrophus,Physiculus cyanostrophus,"Physiculus cyanostrophus Anderson & Tweddle, 2002",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Physiculus cynodon,Physiculus cynodon,Physiculus cynodon,"Physiculus cynodon Sazonov, 1986",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus dalwigki,Physiculus dalwigki,Physiculus dalwigki,"Physiculus dalwigki Kaup, 1858",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Physiculus fedorovi,Physiculus fedorovi,Physiculus fedorovi,"Physiculus fedorovi Shcherbachev, 1993",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus fulvus,Physiculus fulvus,Physiculus fulvus,Physiculus fulvus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Physiculus grinnelli,Physiculus grinnelli,Physiculus grinnelli,Physiculus grinnelli,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus helenaensis,NA,Physiculus helenaensis,"Physiculus helenaensis Paulin, 1989",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Physiculus hexacytus,Physiculus hexacytus,Physiculus hexacytus,"Physiculus hexacytus Parin, 1984",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus huloti,Physiculus huloti,Physiculus huloti,"Physiculus huloti Poll, 1953",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Physiculus japonicus,Physiculus japonicus,Physiculus japonicus,Physiculus japonicus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus karrerae,Physiculus karrerae,Physiculus karrerae,"Physiculus karrerae Paulin, 1989",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Physiculus kaupi,Physiculus kaupi,Physiculus kaupi,"Physiculus kaupi Poey, 1865",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Physiculus longicavis,Physiculus longicavis,Physiculus longicavis,"Physiculus longicavis Parin, 1984",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus longifilis,Physiculus longifilis,Physiculus longifilis,Physiculus longifilis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus luminosa,Physiculus luminosa,Physiculus luminosa,Physiculus luminosa,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus luminosa,Physiculus luminosus,Physiculus luminosa,Physiculus luminosa,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus marisrubri,NA,Physiculus marisrubri,"Physiculus marisrubri Bruss, 1986",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus maslowskii,NA,Physiculus maslowskii,"Physiculus maslowskii Trunov, 1991",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Physiculus microbarbata,Physiculus microbarbata,Physiculus microbarbata,Physiculus microbarbata,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Physiculus natalensis,Physiculus natalensis,Physiculus natalensis,Physiculus natalensis,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Physiculus nematopus,Physiculus nematopus,Physiculus nematopus,Physiculus nematopus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus nielseni,NA,Physiculus nielseni,"Physiculus nielseni Shcherbachev, 1993",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus nigrescens,Physiculus nigrescens,Physiculus nigrescens,Physiculus nigrescens,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus nigripinnis,Physiculus nigripinnis,Physiculus nigripinnis,Physiculus nigripinnis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus normani,NA,Physiculus normani,"Physiculus normani Brüss, 1986",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus parini,Physiculus parini,Physiculus parini,"Physiculus parini Paulin, 1991",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus peregrinus,Physiculus peregrinus,Physiculus peregrinus,"Physiculus peregrinus (Günther, 1872)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus rastrelliger,Physiculus rastrelliger,Physiculus rastrelliger,Physiculus rastrelliger,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus rhodopinnis,Physiculus rhodopinnis,Physiculus rhodopinnis,"Physiculus rhodopinnis Okamura, 1982",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus roseus,Physiculus roseus,Physiculus roseus,"Physiculus roseus Alcock, 1891",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus sazonovi,Physiculus sazonovi,Physiculus sazonovi,"Physiculus sazonovi Paulin, 1991",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus sterops,Physiculus sterops,Physiculus sterops,"Physiculus sterops Paulin, 1989",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus dalwigki,Physiculus sudanensis,Physiculus sudanensis,"Physiculus dalwigki Kaup, 1858",NA,NA,NA,G,,FALSE,TRUE,FALSE,TRUE
Physiculus talarae,Physiculus talarae,Physiculus talarae,Physiculus talarae,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus therosideros,Physiculus therosideros,Physiculus therosideros,"Physiculus therosideros Paulin, 1987",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Physiculus yoshidae,Physiculus yoshidae,Physiculus yoshidae,Physiculus yoshidae,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Pollachius pollachius,Pollachius pollachius,Pollachius pollachius,Pollachius pollachius,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Pollachius virens,Pollachius virens,Pollachius virens,Pollachius virens,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Pseudocetonurus septifer,Pseudocetonurus septifer,Pseudocetonurus septifer,"Pseudocetonurus septifer Sazonov & Shcherbachev, 1982",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Pseudonezumia cetonuropsis,Pseudonezumia cetonuropsis,Pseudonezumia cetonuropsis,"Pseudonezumia cetonuropsis (Gilbert & Hubbs, 1916)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
